1, none, minecraft:the_void, WATER_AMBIENT, aquaculture:carp, 10, 1, 3
2489, taiga, byg:black_forest, MONSTER, graveyard:acolyte, 7, 1, 2
2490, taiga, byg:black_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2491, taiga, byg:black_forest, MONSTER, quark:stoneling, 80, 1, 1
2492, taiga, byg:black_forest, MONSTER, quark:toretoise, 80, 2, 4
2493, taiga, byg:black_forest, CREATURE, minecraft:sheep, 12, 4, 4
2494, taiga, byg:black_forest, CREATURE, minecraft:pig, 10, 4, 4
2495, taiga, byg:black_forest, CREATURE, minecraft:chicken, 10, 4, 4
2496, taiga, byg:black_forest, CREATURE, minecraft:cow, 8, 4, 4
2497, taiga, byg:black_forest, CREATURE, minecraft:wolf, 8, 4, 4
2498, taiga, byg:black_forest, CREATURE, minecraft:rabbit, 4, 2, 3
2499, taiga, byg:black_forest, CREATURE, minecraft:fox, 8, 2, 4
2500, taiga, byg:black_forest, AMBIENT, minecraft:bat, 10, 8, 8
2501, taiga, byg:black_forest, AMBIENT, alexsmobs:fly, 3, 2, 3
2502, taiga, byg:black_forest, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2503, taiga, byg:black_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2504, forest, byg:borealis_grove, MONSTER, minecraft:spider, 80, 4, 4
2505, forest, byg:borealis_grove, MONSTER, minecraft:zombie, 80, 4, 4
2506, forest, byg:borealis_grove, MONSTER, minecraft:zombie_villager, 5, 1, 1
2507, forest, byg:borealis_grove, MONSTER, minecraft:skeleton, 80, 4, 4
2508, forest, byg:borealis_grove, MONSTER, minecraft:creeper, 80, 4, 4
2509, forest, byg:borealis_grove, MONSTER, minecraft:slime, 80, 4, 4
2510, forest, byg:borealis_grove, MONSTER, minecraft:enderman, 5, 1, 4
2511, forest, byg:borealis_grove, MONSTER, minecraft:witch, 5, 1, 1
2512, forest, byg:borealis_grove, MONSTER, graveyard:ghoul, 12, 2, 3
2513, forest, byg:borealis_grove, MONSTER, graveyard:revenant, 12, 2, 3
2514, forest, byg:borealis_grove, MONSTER, graveyard:nightmare, 5, 1, 1
2515, forest, byg:borealis_grove, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2516, forest, byg:borealis_grove, MONSTER, graveyard:acolyte, 7, 1, 2
2517, forest, byg:borealis_grove, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2518, forest, byg:borealis_grove, MONSTER, quark:stoneling, 80, 1, 1
2519, forest, byg:borealis_grove, MONSTER, quark:toretoise, 80, 2, 4
2520, forest, byg:borealis_grove, CREATURE, minecraft:sheep, 12, 4, 4
2521, forest, byg:borealis_grove, CREATURE, minecraft:pig, 10, 4, 4
2522, forest, byg:borealis_grove, CREATURE, minecraft:chicken, 10, 4, 4
2523, forest, byg:borealis_grove, CREATURE, minecraft:cow, 8, 4, 4
2524, forest, byg:borealis_grove, CREATURE, minecraft:wolf, 5, 4, 4
2525, forest, byg:borealis_grove, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
2526, forest, byg:borealis_grove, CREATURE, alexsmobs:raccoon, 10, 2, 4
2527, forest, byg:borealis_grove, CREATURE, alexsmobs:crow, 10, 3, 5
2528, forest, byg:borealis_grove, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2529, forest, byg:borealis_grove, AMBIENT, minecraft:bat, 10, 8, 8
2530, forest, byg:borealis_grove, AMBIENT, alexsmobs:fly, 3, 2, 3
2531, forest, byg:borealis_grove, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2532, forest, byg:borealis_grove, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2533, extreme_hills, byg:canadian_shield, MONSTER, minecraft:spider, 80, 4, 4
2534, extreme_hills, byg:canadian_shield, MONSTER, minecraft:zombie, 80, 4, 4
2535, extreme_hills, byg:canadian_shield, MONSTER, minecraft:zombie_villager, 5, 1, 1
2536, extreme_hills, byg:canadian_shield, MONSTER, minecraft:skeleton, 80, 4, 4
2537, extreme_hills, byg:canadian_shield, MONSTER, minecraft:creeper, 80, 4, 4
2538, extreme_hills, byg:canadian_shield, MONSTER, minecraft:slime, 80, 4, 4
2539, extreme_hills, byg:canadian_shield, MONSTER, minecraft:enderman, 5, 1, 4
2540, extreme_hills, byg:canadian_shield, MONSTER, minecraft:witch, 5, 1, 1
2541, extreme_hills, byg:canadian_shield, MONSTER, graveyard:ghoul, 12, 2, 3
2542, extreme_hills, byg:canadian_shield, MONSTER, graveyard:revenant, 12, 2, 3
2543, extreme_hills, byg:canadian_shield, MONSTER, graveyard:nightmare, 5, 1, 1
2544, extreme_hills, byg:canadian_shield, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2545, extreme_hills, byg:canadian_shield, MONSTER, graveyard:acolyte, 7, 1, 2
2546, extreme_hills, byg:canadian_shield, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2547, extreme_hills, byg:canadian_shield, MONSTER, quark:stoneling, 80, 1, 1
2548, extreme_hills, byg:canadian_shield, MONSTER, quark:toretoise, 80, 2, 4
2549, extreme_hills, byg:canadian_shield, CREATURE, minecraft:sheep, 12, 4, 4
2550, extreme_hills, byg:canadian_shield, CREATURE, minecraft:pig, 10, 4, 4
2551, extreme_hills, byg:canadian_shield, CREATURE, minecraft:chicken, 10, 4, 4
2552, extreme_hills, byg:canadian_shield, CREATURE, minecraft:cow, 8, 4, 4
2553, extreme_hills, byg:canadian_shield, CREATURE, minecraft:wolf, 8, 4, 4
2554, extreme_hills, byg:canadian_shield, CREATURE, minecraft:rabbit, 4, 2, 3
2555, extreme_hills, byg:canadian_shield, CREATURE, minecraft:fox, 8, 2, 4
2556, extreme_hills, byg:canadian_shield, CREATURE, alexsmobs:sunbird, 3, 1, 1
2557, extreme_hills, byg:canadian_shield, CREATURE, quark:shiba, 40, 1, 3
2558, extreme_hills, byg:canadian_shield, AMBIENT, minecraft:bat, 10, 8, 8
2559, extreme_hills, byg:canadian_shield, AMBIENT, alexsmobs:fly, 3, 2, 3
2560, extreme_hills, byg:canadian_shield, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2561, extreme_hills, byg:canadian_shield, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2562, forest, byg:cherry_blossom_forest, MONSTER, minecraft:spider, 80, 4, 4
2563, forest, byg:cherry_blossom_forest, MONSTER, minecraft:zombie, 80, 4, 4
2564, forest, byg:cherry_blossom_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
2565, forest, byg:cherry_blossom_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2566, forest, byg:cherry_blossom_forest, MONSTER, minecraft:creeper, 80, 4, 4
2567, forest, byg:cherry_blossom_forest, MONSTER, minecraft:slime, 80, 4, 4
2568, forest, byg:cherry_blossom_forest, MONSTER, minecraft:enderman, 5, 1, 4
2569, forest, byg:cherry_blossom_forest, MONSTER, minecraft:witch, 5, 1, 1
2570, forest, byg:cherry_blossom_forest, MONSTER, graveyard:ghoul, 12, 2, 3
2571, forest, byg:cherry_blossom_forest, MONSTER, graveyard:revenant, 12, 2, 3
2572, forest, byg:cherry_blossom_forest, MONSTER, graveyard:nightmare, 5, 1, 1
2573, forest, byg:cherry_blossom_forest, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2574, forest, byg:cherry_blossom_forest, MONSTER, graveyard:acolyte, 7, 1, 2
2575, forest, byg:cherry_blossom_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2576, forest, byg:cherry_blossom_forest, MONSTER, quark:stoneling, 80, 1, 1
2577, forest, byg:cherry_blossom_forest, MONSTER, quark:toretoise, 80, 2, 4
2578, forest, byg:cherry_blossom_forest, CREATURE, minecraft:sheep, 12, 4, 4
2579, forest, byg:cherry_blossom_forest, CREATURE, minecraft:pig, 10, 4, 4
2580, forest, byg:cherry_blossom_forest, CREATURE, minecraft:chicken, 10, 4, 4
2581, forest, byg:cherry_blossom_forest, CREATURE, minecraft:cow, 8, 4, 4
2582, forest, byg:cherry_blossom_forest, CREATURE, minecraft:wolf, 5, 4, 4
2583, forest, byg:cherry_blossom_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
2584, forest, byg:cherry_blossom_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2585, forest, byg:cherry_blossom_forest, CREATURE, alexsmobs:crow, 10, 3, 5
2586, forest, byg:cherry_blossom_forest, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
2587, forest, byg:cherry_blossom_forest, AMBIENT, minecraft:bat, 10, 8, 8
2588, forest, byg:cherry_blossom_forest, AMBIENT, alexsmobs:fly, 3, 2, 3
2589, forest, byg:cherry_blossom_forest, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2590, forest, byg:cherry_blossom_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2591, forest, byg:cika_woods, MONSTER, minecraft:spider, 80, 4, 4
2592, forest, byg:cika_woods, MONSTER, minecraft:zombie, 80, 4, 4
2593, forest, byg:cika_woods, MONSTER, minecraft:zombie_villager, 5, 1, 1
2594, forest, byg:cika_woods, MONSTER, minecraft:skeleton, 80, 4, 4
2595, forest, byg:cika_woods, MONSTER, minecraft:creeper, 80, 4, 4
2596, forest, byg:cika_woods, MONSTER, minecraft:slime, 80, 4, 4
2597, forest, byg:cika_woods, MONSTER, minecraft:enderman, 5, 1, 4
2598, forest, byg:cika_woods, MONSTER, minecraft:witch, 5, 1, 1
2599, forest, byg:cika_woods, MONSTER, graveyard:ghoul, 12, 2, 3
2600, forest, byg:cika_woods, MONSTER, graveyard:revenant, 12, 2, 3
2601, forest, byg:cika_woods, MONSTER, graveyard:nightmare, 5, 1, 1
2602, forest, byg:cika_woods, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2603, forest, byg:cika_woods, MONSTER, graveyard:acolyte, 7, 1, 2
2604, forest, byg:cika_woods, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2605, forest, byg:cika_woods, MONSTER, quark:stoneling, 80, 1, 1
2606, forest, byg:cika_woods, MONSTER, quark:toretoise, 80, 2, 4
2607, forest, byg:cika_woods, CREATURE, minecraft:sheep, 12, 4, 4
2608, forest, byg:cika_woods, CREATURE, minecraft:pig, 10, 4, 4
2609, forest, byg:cika_woods, CREATURE, minecraft:chicken, 10, 4, 4
2610, forest, byg:cika_woods, CREATURE, minecraft:cow, 8, 4, 4
2611, forest, byg:cika_woods, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
2612, forest, byg:cika_woods, CREATURE, alexsmobs:raccoon, 10, 2, 4
2613, forest, byg:cika_woods, CREATURE, alexsmobs:crow, 10, 3, 5
2614, forest, byg:cika_woods, AMBIENT, minecraft:bat, 10, 8, 8
2615, forest, byg:cika_woods, AMBIENT, alexsmobs:fly, 3, 2, 3
2616, forest, byg:cika_woods, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2617, forest, byg:cika_woods, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2618, taiga, byg:coniferous_forest, MONSTER, minecraft:spider, 80, 4, 4
2619, taiga, byg:coniferous_forest, MONSTER, minecraft:zombie, 80, 4, 4
2620, taiga, byg:coniferous_forest, MONSTER, minecraft:skeleton, 80, 4, 4
2621, taiga, byg:coniferous_forest, MONSTER, minecraft:zombie_villager, 25, 1, 1
2622, taiga, byg:coniferous_forest, MONSTER, minecraft:creeper, 80, 4, 4
2623, taiga, byg:coniferous_forest, MONSTER, minecraft:slime, 80, 4, 4
2624, taiga, byg:coniferous_forest, MONSTER, minecraft:enderman, 5, 1, 4
2625, taiga, byg:coniferous_forest, MONSTER, minecraft:witch, 5, 1, 1
2626, taiga, byg:coniferous_forest, MONSTER, graveyard:ghoul, 12, 2, 3
2627, taiga, byg:coniferous_forest, MONSTER, graveyard:revenant, 12, 2, 3
2628, taiga, byg:coniferous_forest, MONSTER, graveyard:nightmare, 5, 1, 1
2629, taiga, byg:coniferous_forest, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2630, taiga, byg:coniferous_forest, MONSTER, graveyard:acolyte, 7, 1, 2
2631, taiga, byg:coniferous_forest, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2632, taiga, byg:coniferous_forest, MONSTER, quark:stoneling, 80, 1, 1
2633, taiga, byg:coniferous_forest, MONSTER, quark:toretoise, 80, 2, 4
2634, taiga, byg:coniferous_forest, CREATURE, minecraft:sheep, 12, 4, 4
2635, taiga, byg:coniferous_forest, CREATURE, minecraft:pig, 10, 4, 4
2636, taiga, byg:coniferous_forest, CREATURE, minecraft:chicken, 10, 4, 4
2637, taiga, byg:coniferous_forest, CREATURE, minecraft:cow, 8, 4, 4
2638, taiga, byg:coniferous_forest, CREATURE, minecraft:wolf, 8, 4, 4
2639, taiga, byg:coniferous_forest, CREATURE, minecraft:rabbit, 4, 2, 3
2640, taiga, byg:coniferous_forest, CREATURE, minecraft:fox, 8, 2, 4
2641, taiga, byg:coniferous_forest, CREATURE, alexsmobs:grizzly_bear, 8, 2, 3
2642, taiga, byg:coniferous_forest, CREATURE, alexsmobs:raccoon, 10, 2, 4
2643, taiga, byg:coniferous_forest, CREATURE, alexsmobs:crow, 10, 3, 5
2644, taiga, byg:coniferous_forest, AMBIENT, minecraft:bat, 10, 8, 8
2645, taiga, byg:coniferous_forest, AMBIENT, alexsmobs:fly, 3, 2, 3
2646, taiga, byg:coniferous_forest, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2647, taiga, byg:coniferous_forest, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2648, jungle, byg:crag_gardens, MONSTER, minecraft:spider, 80, 4, 4
2649, jungle, byg:crag_gardens, MONSTER, minecraft:zombie, 80, 4, 4
2650, jungle, byg:crag_gardens, MONSTER, minecraft:zombie_villager, 5, 1, 1
2651, jungle, byg:crag_gardens, MONSTER, minecraft:skeleton, 80, 4, 4
2652, jungle, byg:crag_gardens, MONSTER, minecraft:creeper, 80, 4, 4
2653, jungle, byg:crag_gardens, MONSTER, minecraft:slime, 80, 4, 4
2654, jungle, byg:crag_gardens, MONSTER, minecraft:enderman, 5, 1, 4
2655, jungle, byg:crag_gardens, MONSTER, minecraft:witch, 5, 1, 1
2656, jungle, byg:crag_gardens, MONSTER, minecraft:slime, 80, 4, 4
2657, jungle, byg:crag_gardens, MONSTER, graveyard:ghoul, 12, 2, 3
2658, jungle, byg:crag_gardens, MONSTER, graveyard:revenant, 12, 2, 3
2659, jungle, byg:crag_gardens, MONSTER, graveyard:nightmare, 5, 1, 1
2660, jungle, byg:crag_gardens, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2661, jungle, byg:crag_gardens, MONSTER, graveyard:acolyte, 7, 1, 2
2662, jungle, byg:crag_gardens, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2663, jungle, byg:crag_gardens, MONSTER, quark:stoneling, 80, 1, 1
2664, jungle, byg:crag_gardens, MONSTER, quark:toretoise, 80, 2, 4
2665, jungle, byg:crag_gardens, CREATURE, minecraft:sheep, 12, 4, 4
2666, jungle, byg:crag_gardens, CREATURE, minecraft:pig, 10, 4, 4
2667, jungle, byg:crag_gardens, CREATURE, minecraft:chicken, 10, 4, 4
2668, jungle, byg:crag_gardens, CREATURE, minecraft:cow, 8, 4, 4
2669, jungle, byg:crag_gardens, CREATURE, minecraft:horse, 5, 2, 6
2670, jungle, byg:crag_gardens, CREATURE, minecraft:donkey, 3, 1, 3
2671, jungle, byg:crag_gardens, CREATURE, aquaculture:arrau_turtle, 8, 1, 2
2672, jungle, byg:crag_gardens, CREATURE, alexsmobs:hummingbird, 19, 7, 7
2673, jungle, byg:crag_gardens, CREATURE, alexsmobs:gorilla, 50, 7, 7
2674, jungle, byg:crag_gardens, CREATURE, alexsmobs:capuchin_monkey, 55, 9, 12
2675, jungle, byg:crag_gardens, CREATURE, alexsmobs:toucan, 23, 5, 5
2676, jungle, byg:crag_gardens, CREATURE, alexsmobs:anteater, 7, 1, 3
2677, jungle, byg:crag_gardens, AMBIENT, minecraft:bat, 10, 8, 8
2678, jungle, byg:crag_gardens, AMBIENT, alexsmobs:fly, 3, 2, 3
2679, jungle, byg:crag_gardens, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2680, jungle, byg:crag_gardens, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2681, swamp, byg:cypress_swamplands, MONSTER, minecraft:spider, 80, 4, 4
2682, swamp, byg:cypress_swamplands, MONSTER, minecraft:zombie, 80, 4, 4
2683, swamp, byg:cypress_swamplands, MONSTER, minecraft:zombie_villager, 5, 1, 1
2684, swamp, byg:cypress_swamplands, MONSTER, minecraft:skeleton, 80, 4, 4
2685, swamp, byg:cypress_swamplands, MONSTER, minecraft:creeper, 80, 4, 4
2686, swamp, byg:cypress_swamplands, MONSTER, minecraft:slime, 80, 4, 4
2687, swamp, byg:cypress_swamplands, MONSTER, minecraft:enderman, 5, 1, 4
2688, swamp, byg:cypress_swamplands, MONSTER, minecraft:witch, 5, 1, 1
2689, swamp, byg:cypress_swamplands, MONSTER, graveyard:ghoul, 12, 2, 3
2690, swamp, byg:cypress_swamplands, MONSTER, graveyard:revenant, 12, 2, 3
2691, swamp, byg:cypress_swamplands, MONSTER, graveyard:nightmare, 5, 1, 1
2692, swamp, byg:cypress_swamplands, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2693, swamp, byg:cypress_swamplands, MONSTER, graveyard:acolyte, 7, 1, 2
2694, swamp, byg:cypress_swamplands, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2695, swamp, byg:cypress_swamplands, MONSTER, quark:stoneling, 80, 1, 1
2696, swamp, byg:cypress_swamplands, MONSTER, quark:toretoise, 80, 2, 4
2697, swamp, byg:cypress_swamplands, CREATURE, minecraft:sheep, 12, 4, 4
2698, swamp, byg:cypress_swamplands, CREATURE, minecraft:pig, 10, 4, 4
2699, swamp, byg:cypress_swamplands, CREATURE, minecraft:chicken, 10, 4, 4
2700, swamp, byg:cypress_swamplands, CREATURE, minecraft:cow, 8, 4, 4
2701, swamp, byg:cypress_swamplands, CREATURE, aquaculture:box_turtle, 10, 1, 2
2702, swamp, byg:cypress_swamplands, CREATURE, alexsmobs:crocodile, 40, 1, 2
2703, swamp, byg:cypress_swamplands, CREATURE, alexsmobs:shoebill, 10, 1, 2
2704, swamp, byg:cypress_swamplands, CREATURE, alexsmobs:alligator_snapping_turtle, 20, 1, 2
2705, swamp, byg:cypress_swamplands, CREATURE, alexsmobs:anaconda, 12, 1, 1
2706, swamp, byg:cypress_swamplands, CREATURE, quark:frog, 40, 1, 3
2707, swamp, byg:cypress_swamplands, AMBIENT, minecraft:bat, 10, 8, 8
2708, swamp, byg:cypress_swamplands, AMBIENT, alexsmobs:fly, 3, 2, 3
2709, swamp, byg:cypress_swamplands, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2710, swamp, byg:cypress_swamplands, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2711, swamp, byg:cypress_swamplands, WATER_AMBIENT, alexsmobs:catfish, 4, 1, 3
2712, ocean, byg:lush_stacks, MONSTER, minecraft:drowned, 5, 1, 1
2713, ocean, byg:lush_stacks, MONSTER, minecraft:spider, 80, 4, 4
2714, ocean, byg:lush_stacks, MONSTER, minecraft:zombie, 80, 4, 4
2715, ocean, byg:lush_stacks, MONSTER, minecraft:zombie_villager, 5, 1, 1
2716, ocean, byg:lush_stacks, MONSTER, minecraft:skeleton, 80, 4, 4
2717, ocean, byg:lush_stacks, MONSTER, minecraft:creeper, 80, 4, 4
2718, ocean, byg:lush_stacks, MONSTER, minecraft:slime, 80, 4, 4
2719, ocean, byg:lush_stacks, MONSTER, minecraft:enderman, 5, 1, 4
2720, ocean, byg:lush_stacks, MONSTER, minecraft:witch, 5, 1, 1
2721, ocean, byg:lush_stacks, MONSTER, quark:stoneling, 80, 1, 1
2722, ocean, byg:lush_stacks, MONSTER, quark:toretoise, 80, 2, 4
2723, ocean, byg:lush_stacks, AMBIENT, minecraft:bat, 10, 8, 8
2724, ocean, byg:lush_stacks, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2725, ocean, byg:lush_stacks, WATER_CREATURE, minecraft:squid, 10, 4, 4
2726, ocean, byg:lush_stacks, WATER_CREATURE, minecraft:dolphin, 3, 1, 2
2727, ocean, byg:lush_stacks, WATER_AMBIENT, minecraft:tropical_fish, 25, 8, 8
2728, ocean, byg:lush_stacks, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2729, ocean, byg:lush_stacks, WATER_AMBIENT, alexsmobs:flying_fish, 8, 3, 6
2730, ocean, byg:dead_sea, MONSTER, minecraft:spider, 80, 4, 4
2731, ocean, byg:dead_sea, MONSTER, minecraft:zombie, 80, 4, 4
2732, ocean, byg:dead_sea, MONSTER, minecraft:drowned, 5, 1, 1
2733, ocean, byg:dead_sea, MONSTER, minecraft:zombie_villager, 5, 1, 1
2734, ocean, byg:dead_sea, MONSTER, minecraft:skeleton, 80, 4, 4
2735, ocean, byg:dead_sea, MONSTER, minecraft:creeper, 80, 4, 4
2736, ocean, byg:dead_sea, MONSTER, minecraft:slime, 80, 4, 4
2737, ocean, byg:dead_sea, MONSTER, minecraft:enderman, 5, 1, 4
2738, ocean, byg:dead_sea, MONSTER, minecraft:witch, 5, 1, 1
2739, ocean, byg:dead_sea, MONSTER, quark:stoneling, 80, 1, 1
2740, ocean, byg:dead_sea, MONSTER, quark:toretoise, 80, 2, 4
2741, ocean, byg:dead_sea, AMBIENT, minecraft:bat, 10, 8, 8
2742, extreme_hills, byg:dacite_ridges, MONSTER, minecraft:spider, 80, 4, 4
2743, extreme_hills, byg:dacite_ridges, MONSTER, minecraft:zombie, 80, 4, 4
2744, extreme_hills, byg:dacite_ridges, MONSTER, minecraft:zombie_villager, 5, 1, 1
2745, extreme_hills, byg:dacite_ridges, MONSTER, minecraft:skeleton, 80, 4, 4
2746, extreme_hills, byg:dacite_ridges, MONSTER, minecraft:creeper, 80, 4, 4
2747, extreme_hills, byg:dacite_ridges, MONSTER, minecraft:slime, 80, 4, 4
2748, extreme_hills, byg:dacite_ridges, MONSTER, minecraft:enderman, 5, 1, 4
2749, extreme_hills, byg:dacite_ridges, MONSTER, minecraft:witch, 5, 1, 1
2750, extreme_hills, byg:dacite_ridges, MONSTER, graveyard:ghoul, 12, 2, 3
2751, extreme_hills, byg:dacite_ridges, MONSTER, graveyard:revenant, 12, 2, 3
2752, extreme_hills, byg:dacite_ridges, MONSTER, graveyard:nightmare, 5, 1, 1
2753, extreme_hills, byg:dacite_ridges, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2754, extreme_hills, byg:dacite_ridges, MONSTER, graveyard:acolyte, 7, 1, 2
2755, extreme_hills, byg:dacite_ridges, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2756, extreme_hills, byg:dacite_ridges, MONSTER, quark:stoneling, 80, 1, 1
2757, extreme_hills, byg:dacite_ridges, MONSTER, quark:toretoise, 80, 2, 4
2758, extreme_hills, byg:dacite_ridges, CREATURE, minecraft:sheep, 12, 4, 4
2759, extreme_hills, byg:dacite_ridges, CREATURE, minecraft:wolf, 8, 4, 4
2760, extreme_hills, byg:dacite_ridges, CREATURE, minecraft:rabbit, 4, 2, 3
2761, extreme_hills, byg:dacite_ridges, CREATURE, minecraft:fox, 8, 2, 4
2762, extreme_hills, byg:dacite_ridges, CREATURE, alexsmobs:sunbird, 3, 1, 1
2763, extreme_hills, byg:dacite_ridges, CREATURE, quark:shiba, 40, 1, 3
2764, extreme_hills, byg:dacite_ridges, AMBIENT, minecraft:bat, 10, 8, 8
2765, extreme_hills, byg:dacite_ridges, AMBIENT, alexsmobs:fly, 3, 2, 3
2766, extreme_hills, byg:dacite_ridges, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2767, extreme_hills, byg:dacite_ridges, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2768, desert, byg:windswept_dunes, MONSTER, graveyard:ghoul, 12, 2, 3
2769, desert, byg:windswept_dunes, MONSTER, graveyard:revenant, 12, 2, 3
2770, desert, byg:windswept_dunes, MONSTER, graveyard:nightmare, 5, 1, 1
2771, desert, byg:windswept_dunes, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2772, desert, byg:windswept_dunes, MONSTER, graveyard:acolyte, 7, 1, 2
2773, desert, byg:windswept_dunes, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2774, desert, byg:windswept_dunes, MONSTER, alexsmobs:guster, 35, 1, 2
2775, desert, byg:windswept_dunes, MONSTER, quark:stoneling, 80, 1, 1
2776, desert, byg:windswept_dunes, MONSTER, quark:toretoise, 80, 2, 4
2777, desert, byg:windswept_dunes, CREATURE, alexsmobs:roadrunner, 9, 2, 2
2778, desert, byg:windswept_dunes, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
2779, desert, byg:windswept_dunes, CREATURE, alexsmobs:tarantula_hawk, 6, 1, 1
2780, desert, byg:windswept_dunes, AMBIENT, alexsmobs:fly, 3, 2, 3
2781, desert, byg:windswept_dunes, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2782, desert, byg:windswept_dunes, AMBIENT, alexsmobs:jerboa, 12, 1, 3
2783, desert, byg:windswept_dunes, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2784, desert, byg:windswept_desert, MONSTER, graveyard:ghoul, 12, 2, 3
2785, desert, byg:windswept_desert, MONSTER, graveyard:revenant, 12, 2, 3
2786, desert, byg:windswept_desert, MONSTER, graveyard:nightmare, 5, 1, 1
2787, desert, byg:windswept_desert, MONSTER, graveyard:skeleton_creeper, 8, 1, 2
2788, desert, byg:windswept_desert, MONSTER, graveyard:acolyte, 7, 1, 2
2789, desert, byg:windswept_desert, MONSTER, alexsmobs:centipede_head, 8, 1, 1
2790, desert, byg:windswept_desert, MONSTER, alexsmobs:guster, 35, 1, 2
2791, desert, byg:windswept_desert, MONSTER, quark:stoneling, 80, 1, 1
2792, desert, byg:windswept_desert, MONSTER, quark:toretoise, 80, 2, 4
2793, desert, byg:windswept_desert, CREATURE, alexsmobs:roadrunner, 9, 2, 2
2794, desert, byg:windswept_desert, CREATURE, alexsmobs:rattlesnake, 12, 1, 2
2795, desert, byg:windswept_desert, CREATURE, alexsmobs:tarantula_hawk, 6, 1, 1
2796, desert, byg:windswept_desert, AMBIENT, alexsmobs:fly, 3, 2, 3
2797, desert, byg:windswept_desert, AMBIENT, alexsmobs:cockroach, 4, 5, 5
2798, desert, byg:windswept_desert, AMBIENT, alexsmobs:jerboa, 12, 1, 3
2799, desert, byg:windswept_desert, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 23, 5, 12
2800, forest, byg:ebony_woods, MONSTER, minecraft:spider, 80, 4, 4
2801, forest, byg:ebony_woods, MONSTER, minecraft:zombie, 80, 4, 4
2802, forest, byg:ebony_woods, MONSTER, minecraft:zombie_villager, 5, 1, 1
2803, forest, byg:ebony_woods, MONSTER, minecraft:skeleton, 80, 4, 4
2804, forest, byg:ebony_woods, MONSTER, minecraft:creeper, 80, 4, 4
2805, forest, byg:ebony_woods, MONSTER, minecraft:slime, 80, 4, 4
2806, forest, byg:ebony_woods, MONSTER, minecraft:enderman, 5, 1, 4
2807, forest, byg:ebony_woods, MONSTER, minecraft:witch, 5, 1, 1
2808, forest, byg:ebony_woods, MONSTER, graveyard:ghoul, 12, 2, 3
2809, forest, byg:ebony_woods, MONSTER, graveyard:revenant, 12, 2, 3
2810, forest, byg:ebony_woods, MONSTER, graveyard:nightmare, 5, 1, 1
