5482, none, beyond_earth:infernal_venus_barrens, CREATURE, ars_nouveau:drygmy,0,1,1
2398, nether, minecraft:basalt_deltas, MONSTER, doom:prowler,15,1,2
2338, nether, minecraft:basalt_deltas, MONSTER, doom:shotgunguy,15,1,4
2386, nether, minecraft:basalt_deltas, MONSTER, doom:shotgunguy,15,1,4
2322, nether, minecraft:basalt_deltas, MONSTER, doom:spectre,15,2,4
2370, nether, minecraft:basalt_deltas, MONSTER, doom:spectre,15,2,4
2320, nether, minecraft:basalt_deltas, MONSTER, doom:stone_imp,15,1,2
2368, nether, minecraft:basalt_deltas, MONSTER, doom:stone_imp,15,1,2
2345, nether, minecraft:basalt_deltas, MONSTER, doom:unwilling,15,1,4
2393, nether, minecraft:basalt_deltas, MONSTER, doom:unwilling,15,1,4
2323, nether, minecraft:basalt_deltas, MONSTER, minecraft:pig,25,1,3
2371, nether, minecraft:basalt_deltas, MONSTER, minecraft:pig,25,1,3
2415, nether, minecraft:basalt_deltas, MONSTER, quark:foxhound,30,1,2
2314, nether, minecraft:basalt_deltas, MONSTER, minecraft:ghast,40,1,1
2416, nether, minecraft:basalt_deltas, CREATURE, minecraft:strider,60,1,2
2318, nether, minecraft:basalt_deltas, MONSTER, alexsmobs:straddler,80,1,3
2315, nether, minecraft:basalt_deltas, MONSTER, minecraft:magma_cube,80,2,5
1431, beach, minecraft:beach, AMBIENT, alexsmobs:fly,3,2,3
1438, beach, minecraft:beach, WATER_AMBIENT, aquaculture:atlantic_halibut,3,1,1
1434, beach, minecraft:beach, WATER_AMBIENT, aquaculture:tuna,3,1,1
1428, beach, minecraft:beach, CREATURE, ars_nouveau:drygmy,3,1,1
1415, beach, minecraft:beach, MONSTER, instrumentalmobs:drum_zombie,3,4,4
1417, beach, minecraft:beach, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
1414, beach, minecraft:beach, MONSTER, instrumentalmobs:maraca_spider,3,4,4
1418, beach, minecraft:beach, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
1416, beach, minecraft:beach, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
1432, beach, minecraft:beach, AMBIENT, alexsmobs:cockroach,4,5,5
1412, beach, minecraft:beach, MONSTER, minecraft:enderman,5,1,4
1425, beach, minecraft:beach, CREATURE, minecraft:turtle,5,2,5
1413, beach, minecraft:beach, MONSTER, minecraft:witch,5,1,1
1408, beach, minecraft:beach, MONSTER, minecraft:zombie_villager,5,1,1
1429, beach, minecraft:beach, CREATURE, quark:crab,5,1,3
1436, beach, minecraft:beach, WATER_AMBIENT, aquaculture:red_grouper,6,1,2
1439, beach, minecraft:beach, WATER_AMBIENT, alexsmobs:lobster,7,3,5
1420, beach, minecraft:beach, MONSTER, alexsmobs:centipede_head,8,1,1
1435, beach, minecraft:beach, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
1430, beach, minecraft:beach, AMBIENT, minecraft:bat,10,8,8
1433, beach, minecraft:beach, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1437, beach, minecraft:beach, WATER_AMBIENT, aquaculture:atlantic_herring,20,1,6
1427, beach, minecraft:beach, CREATURE, alexsmobs:seagull,21,3,6
1419, beach, minecraft:beach, MONSTER, restored_earth:tropical_slime,25,1,1
1426, beach, minecraft:beach, CREATURE, alexsmobs:seal,30,3,8
1422, beach, minecraft:beach, MONSTER, ars_nouveau:wilden_hunter,30,1,1
1421, beach, minecraft:beach, MONSTER, ars_nouveau:wilden_stalker,30,3,3
1410, beach, minecraft:beach, MONSTER, minecraft:creeper,80,4,4
1409, beach, minecraft:beach, MONSTER, minecraft:skeleton,80,4,4
1411, beach, minecraft:beach, MONSTER, minecraft:slime,80,4,4
1406, beach, minecraft:beach, MONSTER, minecraft:spider,80,4,4
1407, beach, minecraft:beach, MONSTER, minecraft:zombie,80,4,4
1424, beach, minecraft:beach, MONSTER, quark:stoneling,80,1,1
1423, beach, minecraft:beach, MONSTER, quark:toretoise,80,2,4
385, forest, minecraft:birch_forest, AMBIENT, alexsmobs:fly,3,2,3
388, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:catfish,3,1,1
391, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
383, forest, minecraft:birch_forest, CREATURE, ars_nouveau:drygmy,3,1,1
362, forest, minecraft:birch_forest, MONSTER, instrumentalmobs:drum_zombie,3,4,4
364, forest, minecraft:birch_forest, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
361, forest, minecraft:birch_forest, MONSTER, instrumentalmobs:maraca_spider,3,4,4
365, forest, minecraft:birch_forest, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
363, forest, minecraft:birch_forest, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
366, forest, minecraft:birch_forest, MONSTER, restored_earth:viler_witch,3,1,1
386, forest, minecraft:birch_forest, AMBIENT, alexsmobs:cockroach,4,5,5
381, forest, minecraft:birch_forest, CREATURE, ars_nouveau:starbuncle,4,1,1
382, forest, minecraft:birch_forest, CREATURE, ars_nouveau:whirlisprig,5,1,1
359, forest, minecraft:birch_forest, MONSTER, minecraft:enderman,5,1,4
360, forest, minecraft:birch_forest, MONSTER, minecraft:witch,5,1,1
355, forest, minecraft:birch_forest, MONSTER, minecraft:zombie_villager,5,1,1
396, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:gar,6,1,2
367, forest, minecraft:birch_forest, MONSTER, restored_earth:bouldering_zombie,6,1,1
368, forest, minecraft:birch_forest, MONSTER, alexsmobs:centipede_head,8,1,1
377, forest, minecraft:birch_forest, CREATURE, alexsmobs:grizzly_bear,8,2,3
376, forest, minecraft:birch_forest, CREATURE, minecraft:cow,8,4,4
379, forest, minecraft:birch_forest, CREATURE, alexsmobs:crow,10,3,5
378, forest, minecraft:birch_forest, CREATURE, alexsmobs:raccoon,10,2,4
380, forest, minecraft:birch_forest, CREATURE, alexsmobs:tasmanian_devil,10,1,2
390, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
389, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:carp,10,1,3
392, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
384, forest, minecraft:birch_forest, AMBIENT, minecraft:bat,10,8,8
375, forest, minecraft:birch_forest, CREATURE, minecraft:chicken,10,4,4
387, forest, minecraft:birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
374, forest, minecraft:birch_forest, CREATURE, minecraft:pig,10,4,4
373, forest, minecraft:birch_forest, CREATURE, minecraft:sheep,12,4,4
394, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
393, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:bluegill,20,1,6
395, forest, minecraft:birch_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
370, forest, minecraft:birch_forest, MONSTER, ars_nouveau:wilden_hunter,30,1,1
369, forest, minecraft:birch_forest, MONSTER, ars_nouveau:wilden_stalker,30,3,3
357, forest, minecraft:birch_forest, MONSTER, minecraft:creeper,80,4,4
356, forest, minecraft:birch_forest, MONSTER, minecraft:skeleton,80,4,4
358, forest, minecraft:birch_forest, MONSTER, minecraft:slime,80,4,4
353, forest, minecraft:birch_forest, MONSTER, minecraft:spider,80,4,4
354, forest, minecraft:birch_forest, MONSTER, minecraft:zombie,80,4,4
372, forest, minecraft:birch_forest, MONSTER, quark:stoneling,80,1,1
371, forest, minecraft:birch_forest, MONSTER, quark:toretoise,80,2,4
1697, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale,3,1,2
1696, ocean, minecraft:cold_ocean, WATER_CREATURE, alexsmobs:orca,3,3,4
1710, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut,3,1,1
1704, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut,3,1,1
1700, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:tuna,3,1,1
1692, ocean, minecraft:cold_ocean, CREATURE, ars_nouveau:drygmy,3,1,1
1684, ocean, minecraft:cold_ocean, MONSTER, instrumentalmobs:drum_zombie,3,4,4
1686, ocean, minecraft:cold_ocean, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
1683, ocean, minecraft:cold_ocean, MONSTER, instrumentalmobs:maraca_spider,3,4,4
1687, ocean, minecraft:cold_ocean, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
1685, ocean, minecraft:cold_ocean, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
1695, ocean, minecraft:cold_ocean, WATER_CREATURE, minecraft:squid,3,1,4
1705, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod,5,1,1
1682, ocean, minecraft:cold_ocean, MONSTER, minecraft:drowned,5,1,1
1680, ocean, minecraft:cold_ocean, MONSTER, minecraft:enderman,5,1,4
1681, ocean, minecraft:cold_ocean, MONSTER, minecraft:witch,5,1,1
1676, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie_villager,5,1,1
1701, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon,6,1,2
1707, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout,6,1,2
1703, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:red_grouper,6,1,2
1709, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:pollock,8,1,2
1702, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
1693, ocean, minecraft:cold_ocean, AMBIENT, minecraft:bat,10,8,8
1694, ocean, minecraft:cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1706, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:blackfish,13,1,4
1698, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:cod,15,3,6
1699, ocean, minecraft:cold_ocean, WATER_AMBIENT, minecraft:salmon,15,1,5
1708, ocean, minecraft:cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring,20,1,6
1689, ocean, minecraft:cold_ocean, MONSTER, ars_nouveau:wilden_hunter,30,1,1
1688, ocean, minecraft:cold_ocean, MONSTER, ars_nouveau:wilden_stalker,30,3,3
1678, ocean, minecraft:cold_ocean, MONSTER, minecraft:creeper,80,4,4
1677, ocean, minecraft:cold_ocean, MONSTER, minecraft:skeleton,80,4,4
1679, ocean, minecraft:cold_ocean, MONSTER, minecraft:slime,80,4,4
1674, ocean, minecraft:cold_ocean, MONSTER, minecraft:spider,80,4,4
1675, ocean, minecraft:cold_ocean, MONSTER, minecraft:zombie,80,4,4
1691, ocean, minecraft:cold_ocean, MONSTER, quark:stoneling,80,1,1
1690, ocean, minecraft:cold_ocean, MONSTER, quark:toretoise,80,2,4
2152, nether, minecraft:crimson_forest, MONSTER, doom:armoredbaron,3,1,1
2200, nether, minecraft:crimson_forest, MONSTER, doom:armoredbaron,3,1,1
2134, nether, minecraft:crimson_forest, MONSTER, doom:cyberdemon,3,1,1
2182, nether, minecraft:crimson_forest, MONSTER, doom:cyberdemon,3,1,1
2142, nether, minecraft:crimson_forest, MONSTER, doom:cyberdemon2016,3,1,1
2190, nether, minecraft:crimson_forest, MONSTER, doom:cyberdemon2016,3,1,1
2156, nether, minecraft:crimson_forest, MONSTER, doom:gladiator,3,1,1
2204, nether, minecraft:crimson_forest, MONSTER, doom:gladiator,3,1,1
2117, nether, minecraft:crimson_forest, MONSTER, doom:mancubus,3,1,1
2165, nether, minecraft:crimson_forest, MONSTER, doom:mancubus,3,1,1
2129, nether, minecraft:crimson_forest, MONSTER, doom:marauder,3,1,1
2177, nether, minecraft:crimson_forest, MONSTER, doom:marauder,3,1,1
2155, nether, minecraft:crimson_forest, MONSTER, doom:motherdemon,3,1,1
2203, nether, minecraft:crimson_forest, MONSTER, doom:motherdemon,3,1,1
2120, nether, minecraft:crimson_forest, MONSTER, doom:spidermastermind,3,1,1
2168, nether, minecraft:crimson_forest, MONSTER, doom:spidermastermind,3,1,1
2153, nether, minecraft:crimson_forest, MONSTER, doom:spidermastermind2016,3,1,1
2201, nether, minecraft:crimson_forest, MONSTER, doom:spidermastermind2016,3,1,1
2104, nether, minecraft:crimson_forest, MONSTER, minecraft:zombified_piglin,3,2,4
2115, nether, minecraft:crimson_forest, MONSTER, doom:archvile,4,1,2
2163, nether, minecraft:crimson_forest, MONSTER, doom:archvile,4,1,2
2146, nether, minecraft:crimson_forest, MONSTER, doom:archvileeternal,4,1,2
2194, nether, minecraft:crimson_forest, MONSTER, doom:archvileeternal,4,1,2
2116, nether, minecraft:crimson_forest, MONSTER, doom:baron,4,1,1
2164, nether, minecraft:crimson_forest, MONSTER, doom:baron,4,1,1
2150, nether, minecraft:crimson_forest, MONSTER, doom:baron2016,4,1,1
2198, nether, minecraft:crimson_forest, MONSTER, doom:baron2016,4,1,1
2114, nether, minecraft:crimson_forest, MONSTER, doom:cacodemon,4,1,2
2162, nether, minecraft:crimson_forest, MONSTER, doom:cacodemon,4,1,2
2144, nether, minecraft:crimson_forest, MONSTER, doom:doom_hunter,4,1,1
2192, nether, minecraft:crimson_forest, MONSTER, doom:doom_hunter,4,1,1
2133, nether, minecraft:crimson_forest, MONSTER, doom:dreadknight,4,1,2
2181, nether, minecraft:crimson_forest, MONSTER, doom:dreadknight,4,1,2
2151, nether, minecraft:crimson_forest, MONSTER, doom:firebronebaron,4,1,1
2199, nether, minecraft:crimson_forest, MONSTER, doom:firebronebaron,4,1,1
2141, nether, minecraft:crimson_forest, MONSTER, doom:gore_nest,4,1,1
2189, nether, minecraft:crimson_forest, MONSTER, doom:gore_nest,4,1,1
2131, nether, minecraft:crimson_forest, MONSTER, doom:hellknight,4,1,2
2179, nether, minecraft:crimson_forest, MONSTER, doom:hellknight,4,1,2
2132, nether, minecraft:crimson_forest, MONSTER, doom:hellknight2016,4,1,2
2180, nether, minecraft:crimson_forest, MONSTER, doom:hellknight2016,4,1,2
2130, nether, minecraft:crimson_forest, MONSTER, doom:painelemental,4,1,2
2178, nether, minecraft:crimson_forest, MONSTER, doom:painelemental,4,1,2
2118, nether, minecraft:crimson_forest, MONSTER, doom:revenant,4,1,3
2166, nether, minecraft:crimson_forest, MONSTER, doom:revenant,4,1,3
2119, nether, minecraft:crimson_forest, MONSTER, doom:revenant2016,4,1,3
2167, nether, minecraft:crimson_forest, MONSTER, doom:revenant2016,4,1,3
2148, nether, minecraft:crimson_forest, MONSTER, doom:summoner,4,1,2
2196, nether, minecraft:crimson_forest, MONSTER, doom:summoner,4,1,2
2147, nether, minecraft:crimson_forest, MONSTER, doom:tentacle,4,1,1
2195, nether, minecraft:crimson_forest, MONSTER, doom:tentacle,4,1,1
2154, nether, minecraft:crimson_forest, MONSTER, doom:tyrant,4,1,1
2202, nether, minecraft:crimson_forest, MONSTER, doom:tyrant,4,1,1
2149, nether, minecraft:crimson_forest, MONSTER, doom:whiplash,4,1,1
2197, nether, minecraft:crimson_forest, MONSTER, doom:whiplash,4,1,1
2106, nether, minecraft:crimson_forest, MONSTER, minecraft:piglin,5,3,4
2111, nether, minecraft:crimson_forest, MONSTER, doom:pinky,7,2,3
2159, nether, minecraft:crimson_forest, MONSTER, doom:pinky,7,2,3
2145, nether, minecraft:crimson_forest, MONSTER, doom:pinky2016,7,2,3
2193, nether, minecraft:crimson_forest, MONSTER, doom:pinky2016,7,2,3
2107, nether, minecraft:crimson_forest, MONSTER, alexsmobs:bone_serpent,8,1,1
2105, nether, minecraft:crimson_forest, MONSTER, minecraft:hoglin,9,3,4
2126, nether, minecraft:crimson_forest, MONSTER, doom:nightmare_imp,11,1,3
2174, nether, minecraft:crimson_forest, MONSTER, doom:nightmare_imp,11,1,3
2125, nether, minecraft:crimson_forest, MONSTER, doom:gargoyle,12,1,3
2173, nether, minecraft:crimson_forest, MONSTER, doom:gargoyle,12,1,3
2121, nether, minecraft:crimson_forest, MONSTER, doom:zombieman,12,1,4
2169, nether, minecraft:crimson_forest, MONSTER, doom:zombieman,12,1,4
2138, nether, minecraft:crimson_forest, MONSTER, doom:mechazombie,13,1,3
2186, nether, minecraft:crimson_forest, MONSTER, doom:mechazombie,13,1,3
2108, nether, minecraft:crimson_forest, MONSTER, alexsmobs:crimson_mosquito,15,4,4
2206, nether, minecraft:crimson_forest, CREATURE, alexsmobs:laviathan,15,1,1
2122, nether, minecraft:crimson_forest, MONSTER, doom:arachnotron,15,1,4
2170, nether, minecraft:crimson_forest, MONSTER, doom:arachnotron,15,1,4
2123, nether, minecraft:crimson_forest, MONSTER, doom:arachnotroneternal,15,1,4
2171, nether, minecraft:crimson_forest, MONSTER, doom:arachnotroneternal,15,1,4
2127, nether, minecraft:crimson_forest, MONSTER, doom:chaingunner,15,1,4
2175, nether, minecraft:crimson_forest, MONSTER, doom:chaingunner,15,1,4
2139, nether, minecraft:crimson_forest, MONSTER, doom:cueball,15,1,2
2187, nether, minecraft:crimson_forest, MONSTER, doom:cueball,15,1,2
2109, nether, minecraft:crimson_forest, MONSTER, doom:imp,15,1,4
2157, nether, minecraft:crimson_forest, MONSTER, doom:imp,15,1,4
2124, nether, minecraft:crimson_forest, MONSTER, doom:imp2016,15,1,1
2172, nether, minecraft:crimson_forest, MONSTER, doom:imp2016,15,1,1
2136, nether, minecraft:crimson_forest, MONSTER, doom:possessed_scientist,15,1,4
2184, nether, minecraft:crimson_forest, MONSTER, doom:possessed_scientist,15,1,4
2137, nether, minecraft:crimson_forest, MONSTER, doom:possessed_soldier,15,1,4
2185, nether, minecraft:crimson_forest, MONSTER, doom:possessed_soldier,15,1,4
2143, nether, minecraft:crimson_forest, MONSTER, doom:possessed_worker,15,1,4
2191, nether, minecraft:crimson_forest, MONSTER, doom:possessed_worker,15,1,4
2140, nether, minecraft:crimson_forest, MONSTER, doom:prowler,15,1,2
2188, nether, minecraft:crimson_forest, MONSTER, doom:prowler,15,1,2
2128, nether, minecraft:crimson_forest, MONSTER, doom:shotgunguy,15,1,4
2176, nether, minecraft:crimson_forest, MONSTER, doom:shotgunguy,15,1,4
2112, nether, minecraft:crimson_forest, MONSTER, doom:spectre,15,2,4
2160, nether, minecraft:crimson_forest, MONSTER, doom:spectre,15,2,4
2110, nether, minecraft:crimson_forest, MONSTER, doom:stone_imp,15,1,2
2158, nether, minecraft:crimson_forest, MONSTER, doom:stone_imp,15,1,2
2135, nether, minecraft:crimson_forest, MONSTER, doom:unwilling,15,1,4
2183, nether, minecraft:crimson_forest, MONSTER, doom:unwilling,15,1,4
2113, nether, minecraft:crimson_forest, MONSTER, minecraft:pig,25,1,3
2161, nether, minecraft:crimson_forest, MONSTER, minecraft:pig,25,1,3
2205, nether, minecraft:crimson_forest, CREATURE, minecraft:strider,60,1,2
430, forest, minecraft:dark_forest, AMBIENT, alexsmobs:fly,3,2,3
433, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:catfish,3,1,1
436, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:muskellunge,3,1,1
428, forest, minecraft:dark_forest, CREATURE, ars_nouveau:drygmy,3,1,1
406, forest, minecraft:dark_forest, MONSTER, instrumentalmobs:drum_zombie,3,4,4
408, forest, minecraft:dark_forest, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
405, forest, minecraft:dark_forest, MONSTER, instrumentalmobs:maraca_spider,3,4,4
409, forest, minecraft:dark_forest, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
407, forest, minecraft:dark_forest, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
410, forest, minecraft:dark_forest, MONSTER, restored_earth:viler_witch,3,1,1
431, forest, minecraft:dark_forest, AMBIENT, alexsmobs:cockroach,4,5,5
426, forest, minecraft:dark_forest, CREATURE, ars_nouveau:starbuncle,4,1,1
427, forest, minecraft:dark_forest, CREATURE, ars_nouveau:whirlisprig,5,1,1
403, forest, minecraft:dark_forest, MONSTER, minecraft:enderman,5,1,4
404, forest, minecraft:dark_forest, MONSTER, minecraft:witch,5,1,1
399, forest, minecraft:dark_forest, MONSTER, minecraft:zombie_villager,5,1,1
441, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:gar,6,1,2
411, forest, minecraft:dark_forest, MONSTER, restored_earth:bouldering_zombie,6,1,1
413, forest, minecraft:dark_forest, MONSTER, alexsmobs:centipede_head,8,1,1
422, forest, minecraft:dark_forest, CREATURE, alexsmobs:grizzly_bear,8,2,3
421, forest, minecraft:dark_forest, CREATURE, minecraft:cow,8,4,4
424, forest, minecraft:dark_forest, CREATURE, alexsmobs:crow,10,3,5
423, forest, minecraft:dark_forest, CREATURE, alexsmobs:raccoon,10,2,4
425, forest, minecraft:dark_forest, CREATURE, alexsmobs:tasmanian_devil,10,1,2
435, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:brown_trout,10,1,3
434, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:carp,10,1,3
437, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:smallmouth_bass,10,1,3
429, forest, minecraft:dark_forest, AMBIENT, minecraft:bat,10,8,8
420, forest, minecraft:dark_forest, CREATURE, minecraft:chicken,10,4,4
432, forest, minecraft:dark_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
419, forest, minecraft:dark_forest, CREATURE, minecraft:pig,10,4,4
418, forest, minecraft:dark_forest, CREATURE, minecraft:sheep,12,4,4
439, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:minnow,18,1,5
438, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:bluegill,20,1,6
440, forest, minecraft:dark_forest, WATER_AMBIENT, aquaculture:perch,20,1,6
412, forest, minecraft:dark_forest, MONSTER, restored_earth:bone_spider,20,1,2
415, forest, minecraft:dark_forest, MONSTER, ars_nouveau:wilden_hunter,30,1,1
414, forest, minecraft:dark_forest, MONSTER, ars_nouveau:wilden_stalker,30,3,3
401, forest, minecraft:dark_forest, MONSTER, minecraft:creeper,80,4,4
400, forest, minecraft:dark_forest, MONSTER, minecraft:skeleton,80,4,4
402, forest, minecraft:dark_forest, MONSTER, minecraft:slime,80,4,4
397, forest, minecraft:dark_forest, MONSTER, minecraft:spider,80,4,4
398, forest, minecraft:dark_forest, MONSTER, minecraft:zombie,80,4,4
417, forest, minecraft:dark_forest, MONSTER, quark:stoneling,80,1,1
416, forest, minecraft:dark_forest, MONSTER, quark:toretoise,80,2,4
1734, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:cachalot_whale,3,1,2
1733, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:orca,3,3,4
1748, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut,3,1,1
1742, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pacific_halibut,3,1,1
1738, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:tuna,3,1,1
1729, ocean, minecraft:deep_cold_ocean, CREATURE, ars_nouveau:drygmy,3,1,1
1721, ocean, minecraft:deep_cold_ocean, MONSTER, instrumentalmobs:drum_zombie,3,4,4
1723, ocean, minecraft:deep_cold_ocean, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
1720, ocean, minecraft:deep_cold_ocean, MONSTER, instrumentalmobs:maraca_spider,3,4,4
1724, ocean, minecraft:deep_cold_ocean, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
1722, ocean, minecraft:deep_cold_ocean, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
1732, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, minecraft:squid,3,1,4
1743, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_cod,5,1,1
1719, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:drowned,5,1,1
1717, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:enderman,5,1,4
1718, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:witch,5,1,1
1713, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie_villager,5,1,1
1739, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pink_salmon,6,1,2
1745, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:rainbow_trout,6,1,2
1741, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:red_grouper,6,1,2
1747, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:pollock,8,1,2
1740, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:jellyfish,10,1,3
1730, ocean, minecraft:deep_cold_ocean, AMBIENT, minecraft:bat,10,8,8
1731, ocean, minecraft:deep_cold_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid,10,4,6
1735, ocean, minecraft:deep_cold_ocean, WATER_CREATURE, alexsmobs:frilled_shark,11,1,1
1744, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:blackfish,13,1,4
1736, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:cod,15,3,6
1737, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, minecraft:salmon,15,1,5
1746, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, aquaculture:atlantic_herring,20,1,6
1749, ocean, minecraft:deep_cold_ocean, WATER_AMBIENT, alexsmobs:blobfish,30,2,2
1726, ocean, minecraft:deep_cold_ocean, MONSTER, ars_nouveau:wilden_hunter,30,1,1
1725, ocean, minecraft:deep_cold_ocean, MONSTER, ars_nouveau:wilden_stalker,30,3,3
1715, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:creeper,80,4,4
1714, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:skeleton,80,4,4
1716, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:slime,80,4,4
1711, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:spider,80,4,4
1712, ocean, minecraft:deep_cold_ocean, MONSTER, minecraft:zombie,80,4,4
1728, ocean, minecraft:deep_cold_ocean, MONSTER, quark:stoneling,80,1,1
1727, ocean, minecraft:deep_cold_ocean, MONSTER, quark:toretoise,80,2,4
1814, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:cachalot_whale,3,1,2
1813, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, alexsmobs:orca,3,3,4
1827, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_halibut,3,1,1
1821, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:pacific_halibut,3,1,1
1817, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:tuna,3,1,1
1809, ocean, minecraft:deep_frozen_ocean, CREATURE, ars_nouveau:drygmy,3,1,1
1800, ocean, minecraft:deep_frozen_ocean, MONSTER, instrumentalmobs:drum_zombie,3,4,4
1802, ocean, minecraft:deep_frozen_ocean, MONSTER, instrumentalmobs:french_horn_creeper,3,4,4
1799, ocean, minecraft:deep_frozen_ocean, MONSTER, instrumentalmobs:maraca_spider,3,4,4
1803, ocean, minecraft:deep_frozen_ocean, MONSTER, instrumentalmobs:tuba_enderman,3,1,4
1801, ocean, minecraft:deep_frozen_ocean, MONSTER, instrumentalmobs:xylophone_skeleton,3,4,4
1808, ocean, minecraft:deep_frozen_ocean, CREATURE, minecraft:polar_bear,3,1,2
1812, ocean, minecraft:deep_frozen_ocean, WATER_CREATURE, minecraft:squid,3,1,4
1822, ocean, minecraft:deep_frozen_ocean, WATER_AMBIENT, aquaculture:atlantic_cod,5,1,1
